20.851688980432545, 84, 971
11.313054726368158, 75, 1005
32.69705472636816, 48, 412
11.858278606965175, 85, 1005
31.30189054726368, 82, 1005
9.70286567164179, 68, 1005
32.01612549800797, 96, 1005
6.450139303482588, 105, 1005
3.675671641791045, 612, 1005
12.201064676616916, 93, 1005
3.2612549800796815, 714, 1005
10.804875621890547, 75, 1005
9.03433830845771, 63, 1005
7.80355577689243, 48, 1005
5.925014925373135, 175, 1005
21.614577114427863, 94, 1005
21.098378109452735, 97, 1005
4.376201395812562, 449, 1005
1.3254328358208955, 1002, 1005
0.6701657458563536, 540, 544
-0.4984100418410042, 474, 478
-0.14123036649214654, 763, 765
20.152407960199007, 87, 1005
23.91865671641791, 91, 1005
-0.14443209876543212, 806, 810
18.921691542288556, 101, 1005
25.87296812749004, 109, 1005
18.03187064676617, 89, 1005
26.68237810945274, 76, 1005
17.05744278606965, 83, 1005
27.196, 81, 984
15.384165009940359, 103, 1005
27.51125373134328, 84, 1005
29.68497512437811, 93, 1005
13.891323383084577, 115, 1005
30.23560199004975, 95, 1005
11.43010945273632, 97, 1005
31.050547263681587, 100, 1005